TRANSLATOR,SOURCE_LANG,TARGET_LANG,HOURLY_RATE,MANUFACTURER_INDUSTRY,TASK_TYPE,PM,FORECAST_mean,HOURLY_RATE_mean,QUALITY_EVALUATION_mean,SOURCE_LANG_EMBED,TARGET_LANG_EMBED,INDUSTRY_EMBED
Luis Felipe,English,Spanish_Iberian,18.944444444444443,Trading Companies & Distributors,Translation,PMT,1.1010657306955967,18.336311423101467,7.04977664326739,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.01989399  0.08402714 -0.0744723  -0.02723608 -0.02650884 -0.06130442
 -0.00825088  0.0008051   0.02731935 -0.03058985]"
Macario,English,Spanish_Iberian,18.0,"Technology Hardware, Storage & Peripherals",ProofReading,BMT,1.596,18.0,6.2,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Maitane Adela,English,Spanish_Iberian,20.0,"Technology Hardware, Storage & Peripherals",Engineering,BMT,3.5,20.0,7.5,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Marcandre,French,German,41.5,Application Software,Translation,RMT,1.5,34.0,7.5,"[-0.02795416 -0.02213892  0.07758144 -0.05319271 -0.04560148 -0.01487877
  0.01912314  0.00993574 -0.00545423  0.05513928]","[-0.01313859 -0.04253142  0.02580829 -0.02932405 -0.03889363 -0.04045099
  0.05458819  0.02515613 -0.04223937  0.03846855]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Marcelo Casio,English,Spanish_Iberian,15.0,Health Care Facilities,Miscellaneous,RMT,0.0,15.0,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Marciano Daiana,English,Spanish_Global,14.0,Communications Equipment,Translation,PMT,10.334310344827585,13.10344827586207,7.017241379310345,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Marco,Spanish_Iberian,Italian,21.0,Health Care Facilities,ProofReading,RMT,1.2,21.0,7.0,"[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[ 0.04289701 -0.05619739 -0.00247882 -0.00903576 -0.03534555 -0.00208459
  0.00478718  0.03693621 -0.02163061  0.04969206]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Margarita,English,Catalan,22.1,Health Care Facilities,Translation,BMT,7.305446428571429,23.107142857142858,7.285714285714286,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Margarita Jesus,English,Spanish_Global,12.333333333333334,Application Software,Translation,BMT,13.448695652173912,14.391304347826088,6.543478260869565,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Maria Alexandra,English,Catalan,19.428571428571427,Application Software,Engineering,BMT,0.4071264367816092,16.091954022988507,7.132183908045977,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Maria Asuncion,English,Spanish_Iberian,17.0,Health Care Facilities,Translation,BMT,5.446666666666666,18.0,7.333333333333333,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Markel,English,Basque,19.541666666666668,Internet Services & Infrastructure,ProofReading,RMT,0.641598609904431,19.71937445699392,6.9426585577758475,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.0335264  -0.05219751  0.01576343 -0.0135119  -0.03927745  0.0086725
  0.00030478  0.02644572  0.03676897  0.0274001 ]","[-0.06525061  0.02902457  0.03284153 -0.06585586 -0.02067651  0.04494146
 -0.03462073 -0.0873913  -0.10174164  0.07483237]"
Markus,English,German,30.4,Health Care Facilities,ProofReading,RMT,1.91,42.0,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.01313859 -0.04253142  0.02580829 -0.02932405 -0.03889363 -0.04045099
  0.05458819  0.02515613 -0.04223937  0.03846855]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Marti,English,Spanish_Iberian,17.666666666666668,Communications Equipment,ProofReading,RMT,1.8300274725274726,20.934065934065934,6.947802197802198,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Martina,English,Czech,38.121212121212125,Health Care Facilities,Translation,RMT,1.23,51.0,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.00448993  0.02472837 -0.0070268   0.01634934 -0.02984225  0.01753929
  0.03817683  0.04360508 -0.09970699  0.02584391]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Matilde,English,Catalan,22.0,Health Care Facilities,Translation,RMT,15.057222222222224,22.88888888888889,6.944444444444445,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Maximiliano Vanina,German,Spanish_Iberian,22.666666666666668,Health Care Facilities,Translation,BMT,7.91375,21.0,7.875,"[-0.01313859 -0.04253142  0.02580829 -0.02932405 -0.03889363 -0.04045099
  0.05458819  0.02515613 -0.04223937  0.03846855]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Maximo,English,Spanish_Iberian,20.2,"Technology Hardware, Storage & Peripherals",Translation,BMT,7.006021220159151,21.809018567639257,7.305039787798409,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Maximo Inmaculada,English,Spanish_Global,20.5,Internet Services & Infrastructure,Translation,RMT,2.652598607888631,22.614849187935036,6.8399071925754065,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.06525061  0.02902457  0.03284153 -0.06585586 -0.02067651  0.04494146
 -0.03462073 -0.0873913  -0.10174164  0.07483237]"
Mercedes,English,Catalan,21.105263157894736,Health Care Facilities,ProofReading,RMT,6.201578947368421,18.36842105263158,6.868421052631579,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Mercedes Leandro,English,Spanish_Iberian,23.0,Health Care Facilities,Miscellaneous,RMT,0.0,23.0,6.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Michel,English,French,25.8,Household Products,Translation,RMT,9.308499999999999,27.05,7.2,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.02795416 -0.02213892  0.07758144 -0.05319271 -0.04560148 -0.01487877
  0.01912314  0.00993574 -0.00545423  0.05513928]","[ 0.01169172 -0.00187587 -0.05932122 -0.01286118 -0.04646305 -0.0191711
 -0.0506473   0.05348986  0.08258484 -0.02914182]"
Miguel Angel,Catalan,Spanish_Global,19.0,Health Care Facilities,ProofReading,PMT,2.6957142857142857,19.0,6.571428571428571,"[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Nahikari Adalberto,English,Spanish_LA,17.0,Health Care Facilities,Translation,BMT,33.504999999999995,17.0,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.03585797 -0.07145234  0.13904646 -0.04206239 -0.0399279   0.0584859
 -0.03363704 -0.02196086  0.07698956  0.13915524]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Nahuel,English,Spanish_Global,16.5,Leisure Products,Translation,RMT,4.510000000000001,18.583333333333332,7.083333333333333,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[ 0.02791837  0.04051123 -0.05799976 -0.03238537 -0.02766111 -0.04930291
 -0.0712527   0.08353344  0.05440082 -0.01879153]"
Narciso,English,Spanish_LA,12.0,Automobiles,ProofReading,BMT,0.0,12.0,8.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.03585797 -0.07145234  0.13904646 -0.04206239 -0.0399279   0.0584859
 -0.03363704 -0.02196086  0.07698956  0.13915524]","[ 0.08045845 -0.01581908 -0.007455   -0.01380522  0.00964674 -0.02798142
  0.01228993 -0.02930834  0.04264663 -0.00346497]"
Nemesio Laureano,English,Spanish_Global,19.6,Trading Companies & Distributors,Translation,PMT,2.508009708737864,17.800970873786408,6.956310679611651,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.01989399  0.08402714 -0.0744723  -0.02723608 -0.02650884 -0.06130442
 -0.00825088  0.0008051   0.02731935 -0.03058985]"
Nikolay,English,Russian,30.142857142857142,Industrial Conglomerates,ProofReading,RMT,1.906666666666667,28.0,6.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.06474859  0.053815   -0.02617549  0.00504225  0.00339633  0.00768179
  0.08491815 -0.01230566 -0.08042932  0.00697621]","[ 0.05135272  0.00919782 -0.04244554  0.00098652 -0.01586641 -0.02952833
  0.02160987 -0.01888893  0.03872581 -0.03028474]"
Noa,English,Spanish_Iberian,18.0,Communications Equipment,Translation,RMT,7.763734939759036,18.337349397590362,6.662650602409639,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Octavi,English,Spanish_Iberian,24.729166666666668,Application Software,ProofReading,BMT,1.112888684452622,21.599816007359706,7.010119595216191,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Olivia,English,English,31.88888888888889,Health Care Facilities,Translation,RMT,27.67685714285714,35.17142857142857,7.114285714285714,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Oseas Timoteo,English,Basque,19.5,Communications Equipment,Translation,RMT,2.1615151515151516,22.575757575757574,7.424242424242424,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.0335264  -0.05219751  0.01576343 -0.0135119  -0.03927745  0.0086725
  0.00030478  0.02644572  0.03676897  0.0274001 ]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Oto Clotilde,English,Spanish_Iberian,22.0,Application Software,Translation,BMT,12.0,22.0,9.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Patricio,English,Catalan,18.25,Application Software,Translation,BMT,14.6525,22.785714285714285,7.053571428571429,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Pau,English,Spanish_Iberian,24.596491228070175,Trading Companies & Distributors,ProofReading,PMT,0.6765318352059925,18.86741573033708,6.948314606741573,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.01989399  0.08402714 -0.0744723  -0.02723608 -0.02650884 -0.06130442
 -0.00825088  0.0008051   0.02731935 -0.03058985]"
Pedro Miguel,English,Portuguese_Iberian,15.5,Health Care Facilities,ProofReading,PMT,0.645,15.0,6.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07015002 -0.06886983  0.12402785 -0.06617782 -0.00552985  0.07221255
 -0.02090187  0.02845905  0.03614025  0.14539152]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Pierre,Spanish_Iberian,French,24.0,Industrial Conglomerates,Translation,RMT,7.296666666666667,24.0,7.166666666666667,"[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.02795416 -0.02213892  0.07758144 -0.05319271 -0.04560148 -0.01487877
  0.01912314  0.00993574 -0.00545423  0.05513928]","[ 0.05135272  0.00919782 -0.04244554  0.00098652 -0.01586641 -0.02952833
  0.02160987 -0.01888893  0.03872581 -0.03028474]"
Pol,English,Spanish_Iberian,19.939393939393938,"Technology Hardware, Storage & Peripherals",ProofReading,BMT,1.2755770720371804,18.62354763749032,6.946553059643687,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Primo Almudena,English,English,23.285714285714285,Health Care Facilities,ProofReading,BMT,1.2329411764705882,19.352941176470587,6.647058823529412,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Raimundo Monica,German,Spanish_Iberian,21.0,Health Care Facilities,Translation,BMT,14.25,21.0,8.5,"[-0.01313859 -0.04253142  0.02580829 -0.02932405 -0.03889363 -0.04045099
  0.05458819  0.02515613 -0.04223937  0.03846855]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Ramiro Josafat,English,Spanish_Iberian,20.545454545454547,"Technology Hardware, Storage & Peripherals",ProofReading,BMT,3.870312796208531,20.190521327014217,6.854028436018957,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Ramon,English,Spanish_LA,16.0,Automobiles,Translation,BMT,10.19,16.0,6.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.03585797 -0.07145234  0.13904646 -0.04206239 -0.0399279   0.0584859
 -0.03363704 -0.02196086  0.07698956  0.13915524]","[ 0.08045845 -0.01581908 -0.007455   -0.01380522  0.00964674 -0.02798142
  0.01228993 -0.02930834  0.04264663 -0.00346497]"
Raül,English,Spanish_Global,23.25,Application Software,Engineering,BMT,0.9563157894736841,17.93421052631579,7.118421052631579,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Rita Marcelino,English,Catalan,20.0,Automobiles,Translation,BMT,11.1753125,21.875,7.09375,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[ 0.08045845 -0.01581908 -0.007455   -0.01380522  0.00964674 -0.02798142
  0.01228993 -0.02930834  0.04264663 -0.00346497]"
Rogelio Ivana,English,Portuguese_Brazil,21.0,Trading Companies & Distributors,Translation,PMT,0.5233333333333333,21.333333333333332,5.666666666666667,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.06135342 -0.02564566  0.11521641 -0.0583253   0.00413268  0.08215768
 -0.00474831  0.0214661   0.00995734  0.16249001]","[-0.01989399  0.08402714 -0.0744723  -0.02723608 -0.02650884 -0.06130442
 -0.00825088  0.0008051   0.02731935 -0.03058985]"
Romina,English,English,29.0,Broadcasting & Cable TV,Translation,RMT,7.0125,32.0,7.5,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.00465391  0.06937945  0.00493593 -0.08292294  0.04054365 -0.06944048
 -0.01916138 -0.03255069 -0.0421941  -0.00321364]"
Rosendo,English,Spanish_Global,17.666666666666668,Application Software,ProofReading,BMT,11.915999999999999,18.333333333333332,6.866666666666666,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Ruperto Tadeo,English,German,19.0,Health Care Facilities,Miscellaneous,PMT,0.145,19.0,9.5,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.01313859 -0.04253142  0.02580829 -0.02932405 -0.03889363 -0.04045099
  0.05458819  0.02515613 -0.04223937  0.03846855]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Ryan,English,Spanish_Iberian,23.823529411764707,Aerospace & Defense,Translation,PMT,6.3845810055865915,22.027932960893853,7.067039106145251,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[ 0.03407319 -0.05650511  0.02059996 -0.0361867   0.01715086 -0.02555552
  0.01059795 -0.02320543  0.00952689  0.00285446]"
Salma,English,Spanish_Iberian,21.285714285714285,"Technology Hardware, Storage & Peripherals",ProofReading,BMT,3.157438105489774,18.785791173304627,6.897739504843918,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Salma Benedicto,English,Spanish_Iberian,17.88888888888889,"Technology Hardware, Storage & Peripherals",Translation,BMT,4.009602739726028,19.683561643835617,7.032876712328767,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
